horizon,frame,time,life0,life1,a0x,a0y,a0vx,a0vy,b0x,b0y,b0vx,b0vy,a1x,a1y,a1vx,a1vy,b1x,b1y,b1vx,b1vy,reward,value,action0,action1,a0v0,a0v1,a0v2,a0v3,a0v4,a0v5,a0v6,a0v7,a0v8,a1v0,a1v1,a1v2,a1v3,a1v4,a1v5,a1v6,a1v7,a1v8,c0x,c0y,c1x,c1y,c2x,c2y,c3x,c3y
102,11,0.8800000000000002,1,1,-14.240567207336426,-99.46446990966797,0.6022164225578308,0.0,-11.039399147033691,-58.5166015625,-6.654696941375732,-8.318872451782227,0.19035911560058594,-0.03954073414206505,-0.5778586268424988,-0.21258845925331116,17.32305908203125,-47.40129470825195,9.364726066589355,19.512489318847656,0.31419968605041504,0.37564677000045776,0,7,0.005222588777542114,-0.0053679123520851135,0.4354175329208374,0.20666904747486115,-0.4287441670894623,0.403926283121109,0.18791133165359497,0.14998236298561096,-0.448284387588501,-0.06946217268705368,-0.2134220004081726,0.2864764630794525,0.6245434880256653,0.6707336902618408,1.3450733423233032,0.06765525043010712,0.2696875333786011,-0.9539016485214233,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,12,0.9600000000000003,1,1,-14.21715259552002,-99.46446990966797,0.5853543877601624,0.0,-11.309643745422363,-58.913543701171875,-6.756124496459961,-9.923511505126953,0.1678919792175293,-0.07980616390705109,-0.5616785883903503,-1.0066359043121338,17.668935775756836,-46.54868698120117,8.646929740905762,21.315166473388672,0.3140159845352173,0.3756018877029419,0,1,0.003215879201889038,-0.011156752705574036,0.43979576230049133,0.20930612087249756,-0.4319762587547302,0.40291017293930054,0.17356330156326294,0.14823761582374573,-0.44499534368515015,-0.06834642589092255,-0.21429620683193207,0.27314049005508423,0.6199228167533875,0.6705541014671326,1.3424911499023438,0.07582627236843109,0.2706741392612457,-0.9581413269042969,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,13,1.0400000000000003,1,1,-14.1943941116333,-99.46446990966797,0.5689644813537598,0.0,-11.583459854125977,-59.373779296875,-6.845400333404541,-11.505854606628418,0.17805391550064087,-0.11894416809082031,0.25404834747314453,-0.9784501194953918,17.985427856445312,-45.62514114379883,7.912300109863281,23.088661193847656,0.31462448835372925,0.37540674209594727,0,2,-0.002052485942840576,-0.018886160105466843,0.44438332319259644,0.21142205595970154,-0.4353218972682953,0.3989814817905426,0.16052934527397156,0.14511515200138092,-0.44469451904296875,-0.06866912543773651,-0.2150786966085434,0.2611517310142517,0.6132036447525024,0.6706638932228088,1.3429124355316162,0.08521033823490143,0.2753213942050934,-0.9641829133033752,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,14,1.1200000000000003,1,1,-14.172272682189941,-99.46446990966797,0.5530334711074829,0.0,-11.860358238220215,-59.89631652832031,-6.92245626449585,-13.063458442687988,0.2105587273836136,-0.13435889780521393,0.8126204013824463,-0.38536810874938965,18.27216148376465,-44.63248062133789,7.168355941772461,24.816553115844727,0.3153936266899109,0.37527719140052795,0,3,-0.008678309619426727,-0.026219923049211502,0.44937583804130554,0.21189433336257935,-0.436614066362381,0.39425045251846313,0.14901867508888245,0.14073610305786133,-0.4445474445819855,-0.06710314750671387,-0.21519248187541962,0.24793419241905212,0.6072602868080139,0.6710829138755798,1.3432395458221436,0.09356048703193665,0.2807156443595886,-0.9694733619689941,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,15,1.2000000000000004,1,1,-14.150771141052246,-99.46446990966797,0.5375485420227051,0.0,-12.139847755432129,-60.480072021484375,-6.987242698669434,-14.593931198120117,0.24215340614318848,-0.117342010140419,0.7898670434951782,0.42542216181755066,18.528850555419922,-43.572593688964844,6.417218208312988,26.497211456298828,0.31581079959869385,0.3752588629722595,0,4,-0.015474114567041397,-0.032413531094789505,0.45463404059410095,0.21091733872890472,-0.43556439876556396,0.39004963636398315,0.13846996426582336,0.1357395350933075,-0.4432550072669983,-0.06315865367650986,-0.2145894318819046,0.23301181197166443,0.6028169989585876,0.6716771721839905,1.3422536849975586,0.10015198588371277,0.28540030121803284,-0.9729819893836975,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,16,1.2800000000000005,1,1,-14.129871368408203,-99.46446990966797,0.5224971771240234,0.0,-12.42143726348877,-61.123870849609375,-7.039730548858643,-16.09493064880371,0.25023603439331055,-0.0781741812825203,0.2020653486251831,0.9791957139968872,18.7552547454834,-42.447418212890625,5.660081386566162,28.129432678222656,0.3156611919403076,0.37535616755485535,0,5,-0.021323829889297485,-0.03740683197975159,0.4598250389099121,0.20944181084632874,-0.4330802857875824,0.3876388669013977,0.12775105237960815,0.13113999366760254,-0.4401126503944397,-0.057682424783706665,-0.21353106200695038,0.21687999367713928,0.5995638966560364,0.6722288727760315,1.3391098976135254,0.10486072301864624,0.288299560546875,-0.9743934869766235,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,17,1.3600000000000005,1,1,-14.109557151794434,-99.46446990966797,0.5078672766685486,0.0,-12.704633712768555,-61.826438903808594,-7.079908847808838,-17.56417465209961,0.22609233856201172,-0.04010305181145668,-0.6035923957824707,0.9517782330513,18.95114517211914,-41.258949279785156,4.89724063873291,29.71168327331543,0.3149586319923401,0.3755224347114563,0,6,-0.025851517915725708,-0.04183560237288475,0.4645865559577942,0.20859582722187042,-0.4306883215904236,0.3874782621860504,0.1158289834856987,0.1277194768190384,-0.4354333281517029,-0.05236189067363739,-0.2124834507703781,0.20070648193359375,0.5963512659072876,0.6724936962127686,1.3339002132415771,0.10827885568141937,0.2893715798854828,-0.9743338823318481,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,18,1.4400000000000006,1,1,-14.089811325073242,-99.46446990966797,0.4936470091342926,0.0,-12.988945007324219,-62.58641815185547,-7.107786178588867,-18.999439239501953,0.1799972504377365,-0.02572532929480076,-1.1523771286010742,0.3594430685043335,19.116291046142578,-40.00928497314453,4.128649711608887,31.24159049987793,0.3139283061027527,0.37569934129714966,0,7,-0.02965640276670456,-0.046654727309942245,0.4687596261501312,0.20902283489704132,-0.4296274483203888,0.3889233469963074,0.10235383361577988,0.12557853758335114,-0.4303927421569824,-0.04869832843542099,-0.21185532212257385,0.18562307953834534,0.5918756723403931,0.6723966002464294,1.3275998830795288,0.11134648323059082,0.28962442278862,-0.9740056991577148,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,19,1.5200000000000007,1,1,-14.070618629455566,-99.46446990966797,0.47982490062713623,0.0,-13.273880958557129,-63.40235900878906,-7.12338924407959,-20.398563385009766,0.13519282639026642,-0.043750181794166565,-1.1201106309890747,-0.45062127709388733,19.250478744506836,-38.700645446777344,3.3546831607818604,32.715965270996094,0.31307321786880493,0.3758504092693329,0,1,-0.033911172300577164,-0.052566152065992355,0.47247442603111267,0.21052199602127075,-0.43015074729919434,0.3905904293060303,0.08786993473768234,0.1241123378276825,-0.4263160228729248,-0.047152191400527954,-0.2117401510477066,0.17209208011627197,0.5853943824768066,0.6720890402793884,1.3214197158813477,0.11480197310447693,0.29049745202064514,-0.9744993448257446,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,20,1.6000000000000008,1,1,-14.051962852478027,-99.46446990966797,0.46638980507850647,0.0,-13.558951377868652,-64.27273559570312,-7.126765251159668,-21.75945281982422,0.1236429214477539,-0.0612703338265419,-0.28874754905700684,-0.43800386786460876,19.353544235229492,-37.335391998291016,2.576653003692627,34.131378173828125,0.31298506259918213,0.3758958578109741,0,1,-0.04132737219333649,-0.06017302721738815,0.4763679802417755,0.21148715913295746,-0.4306745231151581,0.38922566175460815,0.07474455237388611,0.12139950692653656,-0.4252972900867462,-0.04694785177707672,-0.21172446012496948,0.15990424156188965,0.5768100619316101,0.672152042388916,1.3181101083755493,0.11942246556282043,0.29490911960601807,-0.9769333600997925,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,21,1.6800000000000008,1,1,-14.033829689025879,-99.46446990966797,0.4533309042453766,0.0,-13.843670845031738,-65.19593811035156,-7.117978572845459,-23.0800838470459,0.14441640675067902,-0.07829992473125458,0.5193372964859009,-0.42573976516723633,19.425430297851562,-35.915958404541016,1.7971503734588623,35.485816955566406,0.3135504722595215,0.37613022327423096,0,4,-0.04890577495098114,-0.06786275655031204,0.48024770617485046,0.2121744602918625,-0.4310872554779053,0.3882759213447571,0.06170886009931564,0.11850027740001678,-0.42398494482040405,-0.046407006680965424,-0.21171899139881134,0.14726018905639648,0.5681318640708923,0.6725039482116699,1.3139504194259644,0.12349024415016174,0.29907387495040894,-0.97896409034729,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,22,1.760000000000001,1,1,-14.016203880310059,-99.46446990966797,0.44063764810562134,0.0,-14.127555847167969,-66.17028045654297,-7.097113132476807,-24.358503341674805,0.1419808268547058,-0.07222527265548706,-0.06088954210281372,0.1518663465976715,19.46617889404297,-34.444862365722656,1.018721342086792,36.77737808227539,0.31344330310821533,0.3763214647769928,0,5,-0.05630718544125557,-0.07237208634614944,0.4846166670322418,0.20985378324985504,-0.42718008160591125,0.38823801279067993,0.05091816931962967,0.11448840796947479,-0.4208337664604187,-0.04042968899011612,-0.20981957018375397,0.13135823607444763,0.5635659098625183,0.6731955409049988,1.3069218397140503,0.12397593259811401,0.30185365676879883,-0.9780027270317078,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,23,1.840000000000001,1,1,-13.999072074890137,-99.46446990966797,0.42829978466033936,0.0,-14.410126686096191,-67.1939926147461,-7.064270496368408,-25.592836380004883,0.1076134443283081,-0.06632070988416672,-0.8591845631599426,0.14761409163475037,19.475845336914062,-32.92465591430664,0.24167853593826294,38.00517272949219,0.31273597478866577,0.3767316937446594,0,7,-0.06239524856209755,-0.07634003460407257,0.488454133272171,0.20816050469875336,-0.42331957817077637,0.3904716968536377,0.039188697934150696,0.11164729297161102,-0.4162629246711731,-0.034903064370155334,-0.20796944200992584,0.11551099270582199,0.559156596660614,0.6734675765037537,1.2981467247009277,0.12310901284217834,0.3029046356678009,-0.9756262898445129,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,24,1.920000000000001,1,1,-13.982419967651367,-99.46446990966797,0.41630738973617554,0.0,-14.690909385681152,-68.26524353027344,-7.019570827484131,-26.78128433227539,0.0742083489894867,-0.09258147329092026,-0.8351274132728577,-0.6565190553665161,19.454484939575195,-31.357955932617188,-0.5340175032615662,39.16748809814453,0.3125693202018738,0.37713801860809326,0,1,-0.0678517073392868,-0.08201565593481064,0.49145856499671936,0.20888443291187286,-0.4223795533180237,0.39410823583602905,0.025313012301921844,0.11048531532287598,-0.4120943546295166,-0.03339608013629913,-0.20739315450191498,0.1019577756524086,0.5517901182174683,0.673101007938385,1.2893414497375488,0.12309341132640839,0.3036371171474457,-0.974138617515564,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,25,2.000000000000001,1,1,-13.96623420715332,-99.46446990966797,0.4046507775783539,0.0,-14.969435691833496,-69.38212585449219,-6.963152885437012,-27.92212677001953,0.07373858988285065,-0.11810693144798279,-0.011743903160095215,-0.6381365060806274,19.40220069885254,-29.747499465942383,-1.3070924282073975,40.26143264770508,0.3130117654800415,0.3774401545524597,0,2,-0.07639779895544052,-0.08930957317352295,0.4946839511394501,0.20914041996002197,-0.42153969407081604,0.39463433623313904,0.012855209410190582,0.10822609066963196,-0.4109781086444855,-0.033209241926670074,-0.20699207484722137,0.08972392231225967,0.542269766330719,0.6730945706367493,1.2833008766174316,0.12433356046676636,0.307847261428833,-0.9747408628463745,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,26,2.080000000000001,1,1,-13.950501441955566,-99.46446990966797,0.39332056045532227,0.0,-15.24524211883545,-70.54267883300781,-6.895172119140625,-29.013731002807617,0.09590940177440643,-0.12029026448726654,0.554270327091217,-0.05458331108093262,19.31920051574707,-28.09607696533203,-2.075002431869507,41.28556442260742,0.31332600116729736,0.37788599729537964,0,4,-0.08613915741443634,-0.09612489491701126,0.4982370436191559,0.20787107944488525,-0.41899338364601135,0.3942358195781708,0.002026185393333435,0.10491922497749329,-0.4101126790046692,-0.0312490314245224,-0.20597495138645172,0.07642281800508499,0.5336681604385376,0.6736855506896973,1.2772934436798096,0.12469442188739777,0.31285402178764343,-0.9748491048812866,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,27,2.160000000000001,1,1,-13.935209274291992,-99.46446990966797,0.38230758905410767,0.0,-15.517873764038086,-71.74485778808594,-6.815801620483398,-30.054548263549805,0.09483201801776886,-0.09978504478931427,-0.02693462371826172,0.5126304030418396,19.205774307250977,-26.406497955322266,-2.8356339931488037,42.23945236206055,0.3129778504371643,0.37843650579452515,0,6,-0.09464399516582489,-0.10049732029438019,0.5018390417098999,0.2049456238746643,-0.4137383997440338,0.3958165645599365,-0.007867924869060516,0.10149556398391724,-0.4068262577056885,-0.025745637714862823,-0.20373471081256866,0.06073398143053055,0.5283780694007874,0.6745758056640625,1.2684636116027832,0.12200839817523956,0.31566721200942993,-0.9720450639724731,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,28,2.240000000000001,1,1,-13.920345306396484,-99.46446990966797,0.37160298228263855,0.0,-15.786883354187012,-72.98657989501953,-6.725231647491455,-31.043113708496094,0.07115738093852997,-0.10248138755559921,-0.5918658375740051,-0.06740865111351013,19.062225341796875,-24.68158721923828,-3.5887291431427,43.122764587402344,0.31270068883895874,0.37899133563041687,0,7,-0.10070247203111649,-0.10492021590471268,0.5044946670532227,0.20390717685222626,-0.41013914346694946,0.4009031355381012,-0.019898682832717896,0.10012321174144745,-0.40175873041152954,-0.022443100810050964,-0.20220600068569183,0.04595615714788437,0.5224705338478088,0.6746106743812561,1.2573598623275757,0.11834314465522766,0.31573179364204407,-0.9680415391921997,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,29,2.320000000000001,1,1,-13.90589714050293,-99.46446990966797,0.3611980974674225,0.0,-16.051830291748047,-74.26570129394531,-6.623669147491455,-31.978057861328125,0.048145636916160583,-0.13710223138332367,-0.5752936005592346,-0.8655211925506592,18.888864517211914,-22.92424964904785,-4.334016799926758,43.93343734741211,0.31314241886138916,0.37960299849510193,0,1,-0.10707037895917892,-0.11038441210985184,0.506662130355835,0.2039722353219986,-0.4079913794994354,0.4061071276664734,-0.03260115534067154,0.09950566291809082,-0.3978014886379242,-0.021521657705307007,-0.2012469619512558,0.03290758281946182,0.514693021774292,0.6741918921470642,1.246470332145691,0.11507315933704376,0.3162994682788849,-0.9649941921234131,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,30,2.4000000000000012,1,1,-13.891853332519531,-99.46446990966797,0.35108456015586853,0.0,-16.312284469604492,-75.58002471923828,-6.5113372802734375,-32.858097076416016,0.05777822062373161,-0.17075368762016296,0.24081456661224365,-0.8412865996360779,18.686052322387695,-21.137481689453125,-5.070309638977051,44.669189453125,0.3138946294784546,0.38017815351486206,0,3,-0.11638032644987106,-0.11742658168077469,0.509070634841919,0.203542098402977,-0.40600600838661194,0.40805456042289734,-0.04392285645008087,0.09791289269924164,-0.3968880772590637,-0.021823838353157043,-0.20040825009346008,0.021252579987049103,0.5047824382781982,0.6741744875907898,1.2381761074066162,0.11312068998813629,0.32024312019348145,-0.9641169309616089,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,31,2.4800000000000013,1,1,-13.878203392028809,-99.46446990966797,0.34125420451164246,0.0,-16.56782341003418,-76.92730712890625,-6.388474941253662,-33.682044982910156,0.067141093313694,-0.17146290838718414,0.2340717613697052,-0.017730653285980225,18.454246520996094,-19.32431411743164,-5.795159339904785,45.32918167114258,0.3139781355857849,0.3808267414569855,0,5,-0.1266104280948639,-0.12275021523237228,0.5120218992233276,0.20051313936710358,-0.4008652865886688,0.40913137793540955,-0.052843935787677765,0.09498107433319092,-0.39558523893356323,-0.018188439309597015,-0.19808806478977203,0.007609032094478607,0.4976588487625122,0.6751129031181335,1.229203701019287,0.10917475819587708,0.3245856463909149,-0.9618030190467834,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
102,32,2.5600000000000014,1,1,-13.864935874938965,-99.46446990966797,0.33169907331466675,0.0,-16.818037033081055,-78.30525970458984,-6.255335807800293,-34.44880294799805,0.044241804629564285,-0.17215228080749512,-0.5724822282791138,-0.0172341950237751,18.19394874572754,-17.487754821777344,-6.507462978363037,45.913978576660156,0.31384050846099854,0.3815896809101105,0,7,-0.13409648835659027,-0.12646856904029846,0.5143884420394897,0.19771327078342438,-0.39511701464653015,0.41400325298309326,-0.06249478459358215,0.09330923855304718,-0.3913729190826416,-0.013771288096904755,-0.1954440027475357,-0.006851725280284882,0.49265560507774353,0.675692081451416,1.2170453071594238,0.10270969569683075,0.3254683017730713,-0.9567700028419495,3.3965015411376953,63.1858024597168,-95.34950256347656,-15.937515258789062,-16.226184844970703,-114.68351745605469,82.51982116699219,-35.56019973754883
